Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Mohammad son of Gaza,@MsbhMhmd9335,2024-11-20T08:24:17.000Z,False,Please do not ignore this and donate to put a smile on the faces of the children of Gaza https://chuffed.org/project/help-mohamed-and-his-family-survive-the-unrelenting-onslaught-on-gazan-civilians…,0,0,0,0,[],[],"['\\U0001f64f', '\\U0001f1f5\\U0001f1f8', '\\U0001f494', '\\U0001f494']",https://pbs.twimg.com/profile_images/1814196759037460480/IO4E-R8h_bigger.jpg,https://x.com/MsbhMhmd9335/status/1859150759981470088,tweet_id:1859150759981470088
Jim Roberts,@JaPatRob,2024-11-20T08:24:16.000Z,True,"Kamala & the Democrat Party has a new platform to shine in. 

Bugs (like the bunny)'s profile says it all:
   ""Free Palestine. Filmmaker, mtg player, model. Neon
    Genderless Evangelion. 18+ only, minors DNI""",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1716494794271129609/lFPOLT4d_bigger.jpg,https://x.com/JaPatRob/status/1859150755329925573,tweet_id:1859150755329925573
MickeyP,@M111EKY_P,2024-11-20T08:24:14.000Z,True,What right does Israel have to demand anything from people going in and out of The West Bank and Gaza? #NotYourLand,0,0,0,1,['#NotYourLand'],[],[],https://pbs.twimg.com/profile_images/1846971770651205632/q_zsF6m6_bigger.jpg,https://x.com/M111EKY_P/status/1859150747251737030,tweet_id:1859150747251737030
Ryan Wilson,@RyanWilson4444,2024-11-20T08:24:13.000Z,False,"On #WorldChildrensDay, we must remember the thousands of children in Palestine facing unimaginable horrors: death, starvation, and displacement. Every child deserves safety, dignity, and hope. Let’s demand an end to their suffering.",0,0,0,0,['#WorldChildrensDay'],[],[],https://pbs.twimg.com/profile_images/1694106150373855233/1mL0vBrj_bigger.jpg,https://x.com/RyanWilson4444/status/1859150743212593468,tweet_id:1859150743212593468
PaulAnthony,@paul_scane,2024-11-20T08:24:12.000Z,False,"The police haven't investigated people who support genocide after Israel allowed Oct 7th to happen. Two-tier, Laurence.",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1613580500194545664/KRvKEiVV_bigger.jpg,https://x.com/paul_scane/status/1859150741803254001,tweet_id:1859150741803254001
Said mazen,@Said_qq11,2024-11-20T08:24:11.000Z,True,"Please don’t scroll this I wish this can get all of your attention to my sister Mai , she’s a child trapped in gaza and living the worst life ever . 

If you care about kids in Palestine, pls donate and RT https://gofund.me/0a857bdc",0,0,0,3,[],[],"['\\U0001f64f', '\\U0001f64f', '\\u2665\\ufe0f']",https://pbs.twimg.com/profile_images/1816755093141700608/np6jtuzE_bigger.jpg,https://x.com/Said_qq11/status/1859150738196156700,tweet_id:1859150738196156700
gerar zalman,@GerarZalman,2024-11-20T08:24:10.000Z,False,"Arabs living in Israel are the real Jews by blood they just converted to Islam, this a fact not my opinion and proven by blood tests",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1482292426266062850/vZpX6fw9_bigger.jpg,https://x.com/GerarZalman/status/1859150732420624645,tweet_id:1859150732420624645
Abdullah Al Taha,@AbdullahAl78388,2024-11-20T08:24:10.000Z,False,Inshallah Time Will come . One day we got independence .love Gaza love from Bangladesh ,0,0,0,0,[],[],"['\\U0001f1f8\\U0001f1e9', '\\U0001f496', '\\U0001f1e7\\U0001f1e9']",https://pbs.twimg.com/profile_images/1847512324204351489/9en6JT09_bigger.jpg,https://x.com/AbdullahAl78388/status/1859150731812434031,tweet_id:1859150731812434031
"His absolute awesomeness, John Marsden",@Wachkussen,2024-11-20T08:24:08.000Z,False,"Netanyahu's war is an attempt to erase Gaza from the map. Netanyahu isn't as humane as Putin. He's quite happy to simply murder the children.  I mean, it's not as if Palestinians were actually PEOPLE, is it?",0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/378800000423816217/ff82cacbaaa86cac5d07070914618fdd_bigger.png,https://x.com/Wachkussen/status/1859150725332242617,tweet_id:1859150725332242617
fatma,@khatta_neembu,2024-11-20T08:24:07.000Z,True,The morality of West exposed everyday by photographs and videos coming out of Palestine and these charlatans go on pontificating about human rights ,0,0,0,1,[],[],['\\U0001f60f'],https://pbs.twimg.com/profile_images/1261433801508618240/0IrLqOVq_bigger.jpg,https://x.com/khatta_neembu/status/1859150719095353395,tweet_id:1859150719095353395
JaQ #FreePalestine,@AllinallitsJaQ,2024-11-20T08:24:07.000Z,False,"it’s #genocide genocide . it’s fkn GENOCIDE.  straight cold blooded horrors that are hard to even speak of , to DESTROY Palestine and its sons and daughters . 

genocide. a GENOcide is happening ppl",0,0,0,0,['#genocide'],[],[],https://pbs.twimg.com/profile_images/922615084970643457/51hFeBY8_bigger.jpg,https://x.com/AllinallitsJaQ/status/1859150717644075344,tweet_id:1859150717644075344
Catherine love- Palestine will free the world,@c_love888,2024-11-20T08:24:07.000Z,True,"I sense a new Tic Tok challenge about to take off
 and A&E being filled with burn victims.",0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1858812808827179008/KzDDhFDR_bigger.jpg,https://x.com/c_love888/status/1859150717275054540,tweet_id:1859150717275054540
"Abd Al Rahman Al-Arja, From Gaza",@AlArjaAbed20048,2024-11-20T08:24:06.000Z,False,"Hello Dr. Bahira, this is Abdulrahman from Gaza. I would like you to follow me and talk to me, please...",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1813487364494286848/gyFcoyOB_bigger.jpg,https://x.com/AlArjaAbed20048/status/1859150715991560631,tweet_id:1859150715991560631
Fiach Oighir,@FiachOighir,2024-11-20T08:23:59.000Z,False,"There is a difference. As evil as the apartheid regime was, and it was really evil - it did not commit genocide. Israel is what happens when you give an apartheid state impunity and it evolves into a genocidal state.",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1842947718223691776/Ppd3hOTT_bigger.jpg,https://x.com/FiachOighir/status/1859150685440217300,tweet_id:1859150685440217300
WhataWonderfulWorld,@whatawo79798184,2024-11-20T08:23:58.000Z,False,"FROM THE RIVER TO THE SEA PALESTINE WILL BE FREE.
Am gona throw in a FUCK ISRAHELL for good form too",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1844045731646074880/10Rlhli8_bigger.jpg,https://x.com/whatawo79798184/status/1859150683024286139,tweet_id:1859150683024286139
mohamed barre,@mohamedbarre3,2024-11-20T08:23:56.000Z,False,"As you know, Americans messed up Afghanistan, Syria, Iraq, Libya, Sudan, Yemen, Palestine etc. It looks like some Americans are looking for the habit to destroy Somalia. Is it to do with BlackHawk Down, maybe. Somalia doesn’t interfere the internal affairs of USA, so I wonder why",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1765797443541643264/vWw6z0lQ_bigger.jpg,https://x.com/mohamedbarre3/status/1859150673733992670,tweet_id:1859150673733992670
Diane Paul,@CalvinFairbank,2024-11-20T08:23:55.000Z,True,"Post: Trump has called for an end to the Gaza war but privately offered support to Netanyahu in offensives against Hamas (Gaza) and Hezbollah, telling him in a recent call to “do what you have to do.”

 Trump is green-lighting annexation, ethnic cleansing and genocide.",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1501733406572384256/VT-3TUB4_bigger.jpg,https://x.com/CalvinFairbank/status/1859150670747885748,tweet_id:1859150670747885748
Gary MacLennan,@GMacL114,2024-11-20T08:23:55.000Z,False,That's a cute dog. I feel there's such an air of unreality about the world. There's the dreadful horror of Gaza & now Lebanon. That nexus will inevitably widen & deepen tragically. Then we've the drama of the evil Senile President & the Unspeakable Replacement waiting off stage,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1448489915734315008/ghOwizWC_bigger.jpg,https://x.com/GMacL114/status/1859150669690925318,tweet_id:1859150669690925318
Patriot یا مولا علی,@resistance7771,2024-11-20T08:23:54.000Z,True,It +145 nations charge Israel with genocide and  u s uk Germans as complicit,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1851338383328522240/6dl7t96G_bigger.jpg,https://x.com/resistance7771/status/1859150666293211221,tweet_id:1859150666293211221
vic gerami,@vicgerami,2024-11-20T08:23:53.000Z,True,Israel is ethnic cleansing #Jerusalem,0,0,0,3,['#Jerusalem'],[],[],https://pbs.twimg.com/profile_images/1796600600957943808/20Y4R3ro_bigger.jpg,https://x.com/vicgerami/status/1859150662052843871,tweet_id:1859150662052843871
SomeJoseph,@SomeJoseph1,2024-11-20T08:23:53.000Z,False,"It's time the BBC called out the British government for its complicity in this genocide. If you supply a weapon to someone knowing they intend to kill someone, then you are complicit in that crime. No western government can be in any doubt as to what Israel is doing in Gaza.",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1459942124812701698/pEYZ5f7N_bigger.jpg,https://x.com/SomeJoseph1/status/1859150659506917690,tweet_id:1859150659506917690
Shadi Alkasim,@Shadi_Alkasim,2024-11-20T08:23:52.000Z,False,US imposes sanctions on senior #Hamas officials #terrorism #Gaza #Iran,0,0,0,8,"['#Hamas', '#terrorism', '#Gaza', '#Iran']",[],[],https://pbs.twimg.com/profile_images/1637886261246435342/grjcRXh0_bigger.jpg,https://x.com/Shadi_Alkasim/status/1859150658160783575,tweet_id:1859150658160783575
ᬧᬾᬃᬤᬾᬳᬾ ᬫᬦ᭄ᬯᬦ᭄ᬢᬭ,@ARomeneer,2024-11-20T08:23:52.000Z,False,at first he realized that is not a coffee but blood of Palestine children is superb.,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1745839475346022400/Ww4rpmoF_bigger.jpg,https://x.com/ARomeneer/status/1859150657347088527,tweet_id:1859150657347088527
Pa Ingalls,@PaIngall,2024-11-20T08:23:52.000Z,False,"You are at odds with your own constituents, Israel should not get another penny from the USA. There are no good guys but the innocent civilians on both sides who get dragged around and used as weaponry.",0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1835148737225621504/JPYDrcUu_bigger.jpg,https://x.com/PaIngall/status/1859150655757123961,tweet_id:1859150655757123961
LBC News Scotland,@LBCNewsScot,2024-11-20T08:23:50.000Z,False,Protestors have blocked the gates of a factory in Edinburgh in a demonstration against arms being sent to Israel. The group say Leonardo UK makes parts for F-35 fighter jets used by the country's military. We've asked the company and police for comment.,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1834081065918455808/9CiJVH-J_bigger.jpg,https://x.com/LBCNewsScot/status/1859150648853274757,tweet_id:1859150648853274757
Noctis Draven,@DravenNoctis,2024-11-20T08:23:50.000Z,True,"I'm very happy I served to protect free speech just so you can shit on it for Israel. What a disgrace and slap in the face to veterans. 

Free speech means free speech, not speech you like.",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1566174506607120384/GaxwlWnN_bigger.jpg,https://x.com/DravenNoctis/status/1859150646840046054,tweet_id:1859150646840046054
wafaa lasri,@WLasri16293,2024-11-20T08:23:49.000Z,False,This is the biggest terrorism!#Israel_Enemy_of_Humanity #USA is #ComplicitInGenocide,0,0,0,1,"['#Israel', '_Enemy_of_Humanity', '#USA', '#ComplicitInGenocide']",[],[],https://pbs.twimg.com/profile_images/1721642298193117185/u4AMXRiE_bigger.jpg,https://x.com/WLasri16293/status/1859150645644710335,tweet_id:1859150645644710335
Jovanne S,@JovanSempungu,2024-11-20T08:23:48.000Z,False,"Hahaha .. They think everyone is interested in money,... People are interested in struggle from Israel oppression and murders for years",0,0,0,2,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1647256880329138178/uFHlxdzu_bigger.jpg,https://x.com/JovanSempungu/status/1859150639449636902,tweet_id:1859150639449636902
𝐊𝐨𝐥𝐨𝐧𝐞𝐥 🆈🆂🆃🅴🆁 🆂🆆🆁🆃,@TheRandomPOV,2024-11-20T08:23:47.000Z,False,"His story is told by the destroyer. 

Ironically, Gaza (the so-called terror) was levelled, yet Tel Aviv (the peacekeeper's city) flourished.",0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1854161342132838421/UAZoQNsG_bigger.jpg,https://x.com/TheRandomPOV/status/1859150634122969180,tweet_id:1859150634122969180
Alaturka News,@alaturkanews,2024-11-20T08:23:46.000Z,False,US envoy says truce between Israel and Hezbollah in Lebanon is ‘within our grasp’ https://ift.tt/wA4uWXO,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1649491002242273280/fdIstTzp_bigger.jpg,https://x.com/alaturkanews/status/1859150629618192893,tweet_id:1859150629618192893
Mr Disco,@DISCOD00D,2024-11-20T08:23:41.000Z,False,Commercial vehicles do not count towards humanitarian aid...? If you have no money and no means of earning money as your entire livelihood has been destroyed you cannot buy essentials hence the dependency on aid.Israel fell short on the conditions set by the Biden Admin-,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1783415832539693056/PQvn1pnD_bigger.png,https://x.com/DISCOD00D/status/1859150609024180251,tweet_id:1859150609024180251
Dennis Bonace,@Fugger58,2024-11-20T08:23:41.000Z,True,Couple months Israel will not have to deal with that devil Biden or any of his administration. He’s been bad for America also. Thank God he will be gone.,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1848007547485126656/PKfzNHFZ_bigger.jpg,https://x.com/Fugger58/status/1859150608927789137,tweet_id:1859150608927789137
anonymous,@asmasadhak,2024-11-20T08:23:39.000Z,False,"PALESTINE 
FREE PALESTINE 

The word Israel mean GENOCIDE of indigenous original LAND OWNERS- PALESTINE",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1555409707489439745/FlWrN1XY_bigger.jpg,https://x.com/asmasadhak/status/1859150602565284303,tweet_id:1859150602565284303
Supernautiloid,@Supernautiloid,2024-11-20T08:23:39.000Z,False,"""I am defending catholic christian conquerors""Israel is controlled by Christian conquerors. Wake up.",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1216889558836678658/-Xm78Yfu_bigger.jpg,https://x.com/Supernautiloid/status/1859150602330136953,tweet_id:1859150602330136953
Merton Friends of Palestine,@mertonfop,2024-11-20T08:23:38.000Z,False,"A brave soul at BBC Radio 4 must have dared to stand up for journalistic ethics, violating the current unspoken directives on the narrative and language to use when it comes to the oppression of Palestinians. Respect to everyone who stands for making this world a better place.",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1843427656236195840/3bCLk4cL_bigger.jpg,https://x.com/mertonfop/status/1859150596902686825,tweet_id:1859150596902686825
Nada Yehya,@NadaYehy1,2024-11-20T08:23:37.000Z,False,Zionism doesn’t need selling. It’s a fact of life that 7-9 million jews are inhabiting historical Palestine and it’s magical thinking driven by years of leftist storytelling that anyone thinks that these 7-9 million are going anywhere. Once you get passed this and focus on..,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1718149884795084800/BZsJO2TZ_bigger.jpg,https://x.com/NadaYehy1/status/1859150594490921000,tweet_id:1859150594490921000
Ralf Grahn,@RalfGrahn,2024-11-20T08:23:36.000Z,False,"What do the Western countries do to end Israel's illegal occupation, annexations, military oppression and settler lawlessness?",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/813657758880923648/XhCUfmuO_bigger.jpg,https://x.com/RalfGrahn/status/1859150588207845414,tweet_id:1859150588207845414
Hinerakatauri,@AbuNajef,2024-11-20T08:23:33.000Z,False,Problem is that Israel has made sure that a free Palestine is exactly the same as Hamas.  So if you say you want Palestinians to be free it's like you say you love Hamas.  A free Palestine is seen as a treat to Israel.,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1780857732465070081/TFeKLfo9_bigger.jpg,https://x.com/AbuNajef/status/1859150577172619627,tweet_id:1859150577172619627
Shar Kemhi,@Shaikemhi,2024-11-20T08:23:32.000Z,False,"Nation : ""a large body of people united by  a common descent"", i.e. not houses or land included.
Again, destruction of property is not genocide.",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1720515446967775232/lvESoS6y_bigger.jpg,https://x.com/Shaikemhi/status/1859150571774574670,tweet_id:1859150571774574670
Alive and well in Israel,@jumpjumpkaisen,2024-11-20T08:23:32.000Z,True,"""Asher"" huh",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1801420492320215043/N0hGS3sf_bigger.png,https://x.com/jumpjumpkaisen/status/1859150571116044326,tweet_id:1859150571116044326
naff naff,@naf154,2024-11-20T08:23:31.000Z,False,I hope that this case will be victorious and prove that UK is complicit in the act of genocide in Gaza..,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1105515576837853184/2NZrpqze_bigger.jpg,https://x.com/naf154/status/1859150568373289040,tweet_id:1859150568373289040
rolyeaux,@rolyeaux,2024-11-20T08:23:29.000Z,False,I bet Ben shapiro won't have anything negative to say about them being political when it's shilling for israel,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1542635892644270080/-xq3BeTA_bigger.jpg,https://x.com/rolyeaux/status/1859150557937873401,tweet_id:1859150557937873401
Frances 'Cassandra' Coppola,@Frances_Coppola,2024-11-20T08:23:28.000Z,True,Norway to ask ICJ for advisory opinion condemning Israel’s stance on Unrwa,0,0,0,68,[],[],[],https://pbs.twimg.com/profile_images/1807640125360238592/SBcjlvWG_bigger.jpg,https://x.com/Frances_Coppola/status/1859150557220372951,tweet_id:1859150557220372951
Francis X. Rocca,@FrancisXRocca,2024-11-20T08:23:28.000Z,False,Pope calls for investigation into whether Israel is committing genocide in Gaza. Will it change anything? | CBC News ⁦⁩,0,0,0,12,[],['@MKWilliamsRome'],[],https://pbs.twimg.com/profile_images/1567056312411869185/NnhP9WEQ_bigger.jpg,https://x.com/FrancisXRocca/status/1859150555978793080,tweet_id:1859150555978793080
Political Tragic,@PoliticalTragc,2024-11-20T08:23:26.000Z,True,"Yes, the SA Apartheid regime did d not have the fire capacity of Israel. But don’t forget Israel backed the South African Apartheid Regime all the way.",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1654791644808609797/iXaE9bCP_bigger.jpg,https://x.com/PoliticalTragc/status/1859150546822983719,tweet_id:1859150546822983719
Louis1894,@Louis1894114210,2024-11-20T08:23:26.000Z,False,"Israel is a vile apartheid state and must be dismantled for the sake of humanity.

Anyone supporting the holocaust of gaza will be held accountable.

Including you.",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1813274964461547520/qPfV3sAH_bigger.jpg,https://x.com/Louis1894114210/status/1859150546420035887,tweet_id:1859150546420035887
Sara m,@Sassbass77,2024-11-20T08:23:25.000Z,False,"Last one. Did you hear what he said? People like me have been telling you all this for months, that Israel give food and Hamas steal it but NO Israel are the bad guys. Stop being brainwashed, for the people of Palestine’s sake! You feed the terrorists otherwise. Stop!!!!!",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1817832639216144384/1kVw6Rqg_bigger.jpg,https://x.com/Sassbass77/status/1859150544146682157,tweet_id:1859150544146682157
BaN Islam,@banislamplz,2024-11-20T08:23:23.000Z,False,"You need to focus more on the war against Muslims. 

Be4 Russia ever went for support, Ukraine has been getting support for long from nato and other countries. So the case is Russia not allowed to get support from his allies, too ?

I support Israel , also support Russia ",0,0,0,15,[],[],"['\\U0001f1ee\\U0001f1f1', '\\U0001f1f7\\U0001f1fa']",https://pbs.twimg.com/profile_images/1733638418200981504/zFVWaZ_w_bigger.jpg,https://x.com/banislamplz/status/1859150535359697358,tweet_id:1859150535359697358
Rebecca Winter,@SkyCatch_Her,2024-11-20T08:23:23.000Z,False,"How did Trump get in the conversation?
Biden throws around the phrase two state solution but did nothing to push Israel towards it in reality.",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1834251005233713152/cPB6HxVC_bigger.jpg,https://x.com/SkyCatch_Her/status/1859150533199847554,tweet_id:1859150533199847554
fiber_ghost,@fiber_ghost,2024-11-20T08:23:21.000Z,False,Did you remember Hassan nasrulla in his last speech says if Lebanon front is separated from gaza it will be israeli victory.,0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1247229181991301127/6f5rv3uX_bigger.jpg,https://x.com/fiber_ghost/status/1859150527550156941,tweet_id:1859150527550156941
mr420,@mr420_MasRahman,2024-11-20T08:23:21.000Z,False,"568 million people in india without access to toilets. Is there any worse country?
  Btw Bangladeshi volunteered to fight in the 1948 arab israel war so bond is deep before both country came to an existence..",0,0,0,5,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/mr420_MasRahman/status/1859150526526746734,tweet_id:1859150526526746734
ulysses,@edward_33334,2024-11-20T08:23:20.000Z,False,Release the Epstein files. Crimes against children and supporting Israel are both bipartisan issues,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1447021824496349186/MVINTr6d_bigger.jpg,https://x.com/edward_33334/status/1859150522562818557,tweet_id:1859150522562818557
Majidul Bin Alam,@Majidulbin,2024-11-20T08:23:18.000Z,False,No Boycott Israel,0,0,0,1,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/Majidulbin/status/1859150513948004395,tweet_id:1859150513948004395
Malekm59,@malekm59,2024-11-20T08:23:18.000Z,False,"America and the War on Palestine | The Riverside Church | NYC 11.10.2024 https://youtu.be/NDmF9pI8f-g?si=AGR1fIfKoxiuuHBw… via   
Have to hear this Conversation, it will clarify lots of things !!!",0,0,0,0,[],['@YouTube'],[],https://pbs.twimg.com/profile_images/1084142117193015296/Sb-EKxdj_bigger.jpg,https://x.com/malekm59/status/1859150513511821636,tweet_id:1859150513511821636
Sarah Kaye,@SarahKa85026145,2024-11-20T08:23:18.000Z,False,I was just telling someone the other day that I deliberately choose Arab doctors in the medical system because they are much nicer. (I live in Israel).,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1826904592229036032/VeEYRJvd_bigger.jpg,https://x.com/SarahKa85026145/status/1859150513503154632,tweet_id:1859150513503154632
patrick holleran,@pat11060,2024-11-20T08:23:18.000Z,False,"Considering Plantir has major connections to Israeli security it is not suitable to be involved in the data of peoples health, as Israel’s human rights record is atrocious and their misuse of information well known they should be ruled out on the grounds of untrustworthy",0,0,0,3,[],[],"['\\U0001f30e', '\\U0001f914', '\\u262e\\ufe0f', '\\U0001f98b']",https://pbs.twimg.com/profile_images/1800305009365565440/ILuc0S4B_bigger.jpg,https://x.com/pat11060/status/1859150512760742347,tweet_id:1859150512760742347
Zebra,@Zebra19133613,2024-11-20T08:23:16.000Z,True,No one in the Moral Westbwantsvto talk about israel genocide yet this is shown all over the network.,0,0,0,2,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/Zebra19133613/status/1859150505542303876,tweet_id:1859150505542303876
Rudimentary Contrarianism,@tngkh2ujt5rd,2024-11-20T08:23:15.000Z,False,White women are committing a genocide in Gaza as you speak. You're a chauvinist.,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1528406736889061377/HbPQgZyC_bigger.png,https://x.com/tngkh2ujt5rd/status/1859150500379160750,tweet_id:1859150500379160750
Truth,@The_Truthful01,2024-11-20T08:23:14.000Z,False,Long live Palestine Long live Islamic Republic of Iran ,0,0,0,3,[],[],"['\\u261d\\U0001f3ff', '\\U0001f1f5\\U0001f1f8', '\\U0001f1ee\\U0001f1f7', '\\u270a\\U0001f3ff']",https://pbs.twimg.com/profile_images/1846980995423084544/jMmIt_JR_bigger.jpg,https://x.com/The_Truthful01/status/1859150497363447997,tweet_id:1859150497363447997
Brian,@SpeakingBee,2024-11-20T08:23:13.000Z,False,"Hamas is a terrorist organization and not a country, so international laws do not apply and nothing Israel has to do to eliminate them can be considered a war crime.",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/510598140106260480/_zCRjom__bigger.jpeg,https://x.com/SpeakingBee/status/1859150494926520819,tweet_id:1859150494926520819
Zeppelin stands with Palestine,@z3pp3lin13,2024-11-20T08:23:13.000Z,False,"we dont platform homewreckers, two at that",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1754205462013333504/wazfMryx_bigger.jpg,https://x.com/z3pp3lin13/status/1859150494356140207,tweet_id:1859150494356140207
joshua rowe,@joshuarowe1,2024-11-20T08:23:13.000Z,True,A hero of Israel. A hero of the free world.,0,0,0,2,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/joshuarowe1/status/1859150494301618346,tweet_id:1859150494301618346
