Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Goddie,@Goddie_Ke,2024-11-07T08:07:39.000Z,True,Kamala Harris's Concession Speech after losing to Donald Trump in 2024 US Elections.,0,0,0,6K,[],[],[],https://pbs.twimg.com/profile_images/1670466540444033024/v5IYRyh2_bigger.jpg,https://x.com/Goddie_Ke/status/1854435531876192367,tweet_id:1854435531876192367
DStar,@100Staar,2024-11-07T08:00:38.000Z,False,"Don't take it serious Dude , it is just google searches, No one is  ardent fan of either kamala harris or Donald Trump in Tamil Nadu. US elections are always media hype and kamala is related to TN , so some guys may be curiously followed her speeches and pages during election.",0,0,0,23,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/100Staar/status/1854433766443548894,tweet_id:1854433766443548894
JOMA Ali,@JOMAAli02280532,2024-11-07T07:19:37.000Z,False,"Lebanese-American lady, Anaya Soufan Shahab, will not vote for both the candidates for the
upcoming US elections Kamala Harris and Donald Trump, stating that she will vote for Dr. Jill Stein, the US Green Party candidate.",0,0,0,25,[],[],[],https://pbs.twimg.com/profile_images/1839567427568373760/8rfig7Px_bigger.jpg,https://x.com/JOMAAli02280532/status/1854423445372645402,tweet_id:1854423445372645402
NYAMBOK TV,@nyambokTv,2024-11-07T07:02:22.000Z,False,"US ELECTIONS RESULTS 2024

Final Tally of the 2024 US Presidential Elections :

Electoral College:Donald Trump - 312Kamala Harris - 226

Popular Vote:",0,0,0,48,[''],[],[],https://pbs.twimg.com/profile_images/1770766423658201089/5W1Q2FoB_bigger.jpg,https://x.com/nyambokTv/status/1854419104041492688,tweet_id:1854419104041492688
Filmyape,@Filmyape,2024-11-07T06:32:44.000Z,False,"US Elections 2024: Contrary to The Simpsons' famous prediction, Donald Trump defeats Kamala Harris! In the iconic episode ""Bart to the Future,"" Lisa becomes President after inheriting a budget crisis from President Donald Trump. Looks like reality took a different turn!",0,0,0,53,[],[],[],https://pbs.twimg.com/profile_images/1821127475600224258/c5-U9XDB_bigger.jpg,https://x.com/Filmyape/status/1854411645168074905,tweet_id:1854411645168074905
Olu,@empror24,2024-11-07T06:23:16.000Z,True,"US Elections: Americans are not ready for a female President. Donald Trump has significantly less chance to win against male candidates than female. Trump's victory is remarkable for the world. 
You can’t lie your way to winning the high office. Harris could’ve been used as a",0,0,0,22,[],[],[],https://pbs.twimg.com/profile_images/1642652185681879043/IrVPSTqR_bigger.jpg,https://x.com/empror24/status/1854409264929951902,tweet_id:1854409264929951902
Perspectivebytes,@thepbdesk,2024-11-07T06:22:26.000Z,False,"The 'sexist', 'racist' and 'mentally unhinged' Donald Trump defies all negative tags to crush Kamala Harris. There is something more than meets the eye in the US elections. https://t.ly/eDFbS #USElection2024 #DonaldTrump #Elected #KamalaHarris #democrat #republican #USAToday",0,0,0,38,"['#USElection2024', '#DonaldTrump', '#Elected', '#KamalaHarris', '#democrat', '#republican', '#USAToday']",[],[],https://pbs.twimg.com/profile_images/1770445324357681152/FRoDyxe2_bigger.jpg,https://x.com/thepbdesk/status/1854409055143670192,tweet_id:1854409055143670192
NDTV,@ndtv,2024-11-07T05:30:25.000Z,True,Why Kamala Harris lost to Donald Trump in US Elections 2024? breaks it down for you#DonaldTrump #USElections #USElectionsWithNDTV #KamalaHarris,0,0,0,3.9K,"['#DonaldTrump', '#USElections', '#USElectionsWithNDTV', '#KamalaHarris']",['@ParmeshwarBawa'],[],https://pbs.twimg.com/profile_images/1561248901117923328/To5m8vSP_bigger.png,https://x.com/ndtv/status/1854395962791498166,tweet_id:1854395962791498166
Saqib,@Msaqibsiddiqu,2024-11-07T04:56:41.000Z,False,"Iran’s Rial hits all-time low, bitcoin and dollar up as Donald Trump beats Kamala Harris in US Elections 2024https://livemint.com/market/stock-market-news/irans-rial-hits-all-time-low-bitcoin-and-dollar-up-as-donald-trump-beats-kamala-harrris-in-us-elections-2024-11730882200040.html…",0,0,0,50,[],[],[],https://pbs.twimg.com/profile_images/1845156722953818124/3oBXkdYs_bigger.jpg,https://x.com/Msaqibsiddiqu/status/1854387476577870297,tweet_id:1854387476577870297
DD India,@DDIndialive,2024-11-07T04:43:46.000Z,True,"#USElections2024 | Donald Trump has won the US elections, winning a landslide victory in swing states. His rival Kamala Harris has secured 226 electoral colleges, while Trump has won 295—crossing the majority mark of 270.

DD India's  &  bring more",0,0,0,193,['#USElections2024'],"['@amrit_palsingh', '@shubhendu_ghosh']",[],https://pbs.twimg.com/profile_images/1700101348971208704/f7NUChyR_bigger.jpg,https://x.com/DDIndialive/status/1854384225597948078,tweet_id:1854384225597948078
TaiwanPlus News,@taiwanplusnews,2024-11-07T04:23:36.000Z,True,"U.S. Vice President Kamala Harris concedes to Donald Trump, while vowing to keep fighting for freedom and dignity for all people. #USElections",0,0,0,1.8K,['#USElections'],[],[],https://pbs.twimg.com/profile_images/1706186223830843392/g5-Gi00n_bigger.jpg,https://x.com/taiwanplusnews/status/1854379149848399956,tweet_id:1854379149848399956
SABCNews_MorningLive,@MorningLiveSABC,2024-11-07T04:13:21.000Z,False,"US Vice President  has officially conceded to Donald Trump, following his sweeping victory in the US  Elections.  Making her concession speech at Howard University, Harris said the Biden administration would engage in a peaceful transfer of power.#SABCNews",0,0,0,4.3K,['#SABCNews'],['@KamalaHarris'],[],https://pbs.twimg.com/profile_images/1737364835514351616/iBikwbGk_bigger.jpg,https://x.com/MorningLiveSABC/status/1854376567847227898,tweet_id:1854376567847227898
Outlook India,@Outlookindia,2024-11-07T04:05:13.000Z,True,The only difference between Kamala Harris and Donald Trump is this: Old money is supporting Harris while Trump has the backing of new czars such as Elon Musk. writes. https://outlookindia.com/international/us/the-irony-that-is-american-democracy…#DonaldTrump #Trump #KamalaHarris #US #USElections #Elections #ElonMusk,0,0,0,306,"['#DonaldTrump', '#Trump', '#KamalaHarris', '#US', '#USElections', '#Elections', '#ElonMusk']",['@sushiljadu'],[],https://pbs.twimg.com/profile_images/1573684798463545345/B2RWtFVX_bigger.jpg,https://x.com/Outlookindia/status/1854374522301931961,tweet_id:1854374522301931961
Anne-Marie Fry Martin,@parisgem16,2024-11-07T03:26:14.000Z,False,"I Think People Have Got Sick Of
Barak Obama.
His Power is No Longer Effective
In Us Elections.
Joe Biden Won Because The Country Liked Joe At A Time
They Hated Donald Trump.
Joes Win Had Absolutely Nothink
To Do With Obama.
Thats Why Kamala Harris 
Couldnt Win.",0,0,0,26,[],[],[],https://pbs.twimg.com/profile_images/1836047221332017152/y_c-EDvp_bigger.jpg,https://x.com/parisgem16/status/1854364713267724668,tweet_id:1854364713267724668
NDTV,@ndtv,2024-11-07T03:19:00.000Z,True,US Elections 2024: Kamala Harris gives speech after presidential loss to Donald Trump brings you the key takeaways from Harris' concession speech#TheBreakfastShow | #DonaldTrump | #KamalaHarris | #USElections | #USElectionsWithNDTV,0,0,0,4.9K,"['#TheBreakfastShow', '#DonaldTrump', '#KamalaHarris', '#USElections', '#USElectionsWithNDTV']",['@GaurieD'],[],https://pbs.twimg.com/profile_images/1561248901117923328/To5m8vSP_bigger.png,https://x.com/ndtv/status/1854362891019051267,tweet_id:1854362891019051267
The Content Creator,@Kishlayvatsyaya,2024-11-07T03:06:26.000Z,True,"The US Elections and Selection of Donald Trump is basically because of three reasons:

1. The Political Campaign Mismanagement by Joe Biden . 

2. Kamala Harris nomination was too late and the fact that no female has been selected by US as a President shows a perfect bias towards",0,0,0,79,[],[],[],https://pbs.twimg.com/profile_images/1584376073449766912/DHV46kCJ_bigger.jpg,https://x.com/Kishlayvatsyaya/status/1854359728194777162,tweet_id:1854359728194777162
EVERYTHING AFRICA,@EverythingAfr,2024-11-07T02:01:39.000Z,False,"XRP large-scale holders are closely watching the market, anticipating a potential price breakout, with some even hoping for a 1000% pump. Donald Trump’s victory over Kamala Harris in today’s US elections has impacted the crypto market, and XRP’s price has rallied by 4.6% #XRP",0,0,0,196,[],[],[],https://pbs.twimg.com/profile_images/1845831939309158407/dvzHugba_bigger.jpg,https://x.com/EverythingAfr/status/1854343424138170771,tweet_id:1854343424138170771
Maya Godara,@maya_godar79899,2024-11-07T01:43:55.000Z,True,"Donald Trump has won the US elections, winning a landslide victory in swing states. The US media has announced Trump's win. The highly polarised election campaign saw two assassination attempt bids on Trump. His rival Kamala Harris has secured 224 electoral colleges, while Trump",0,0,0,47,[],[],[],https://pbs.twimg.com/profile_images/1830971835904860161/psL6ZhZK_bigger.jpg,https://x.com/maya_godar79899/status/1854338963408060695,tweet_id:1854338963408060695
Dinesh Bakshi,@Dinesh_Bakshi,2024-11-07T00:06:56.000Z,False,"Kamala did callUS elections 2024: Kamala Harris calls Donald Trump to congratulate him on election win
 https://timesofindia.indiatimes.com/world/us/us-elections-2024-kamala-harris-calls-donald-trump-to-congratulate-him-on-election-win-says-her-aide/articleshow/115029661.cms…Download the TOI app now:https://timesofindia.onelink.me/mjFd/toisupershare…",0,0,0,18,[],[],[],https://pbs.twimg.com/profile_images/1691101545314570240/y8WDdQuE_bigger.jpg,https://x.com/Dinesh_Bakshi/status/1854314557935948148,tweet_id:1854314557935948148
DimitriPantazopoulos,@DPinBC,2024-11-06T23:42:53.000Z,False,"A review of three US elections. This was more a drop in D vote than an R surge... Donald Trump:
2016 62.9 million votes
2020 74.2
2024 72.1 

Democrats
2016 65.8 million (Clinton)
2020 81.3 million (Biden)
2024 67.3 million (",0,0,0,916,[],[],[],https://pbs.twimg.com/profile_images/1829243932561047552/pT0SCIKh_bigger.jpg,https://x.com/DPinBC/status/1854308505009926404,tweet_id:1854308505009926404
S p r i n t e r,@SprinterFamily,2024-11-06T23:22:31.000Z,True,"Nicolás Maduro spoke about the possible benefits of a Trump or Harris victory in the US elections:

 ""I am often asked what is better for Venezuela - [Donald] Trump winning or [Kamala] Harris winning?"" [...] I say: 'Whoever wins, the best thing for Venezuela and Latin America is",0,0,0,10K,[],[],[],https://pbs.twimg.com/profile_images/1844804652207869955/1wPAiUwz_bigger.jpg,https://x.com/SprinterFamily/status/1854303380753293557,tweet_id:1854303380753293557
Barlaman Today,@BarlamanToday,2024-11-06T22:46:46.000Z,False,Vice President Kamala Harris Congratulates President-Elect Donald Trump#usa #uselections #uselection2024 #donaldtrump #kamalharris #trump #harris #today #barlamantoday,0,0,0,52,"['#usa', '#uselections', '#uselection2024', '#donaldtrump', '#kamalharris', '#trump', '#harris', '#today', '#barlamantoday']",[],[],https://pbs.twimg.com/profile_images/1568249824335601665/ezrlWaQ8_bigger.jpg,https://x.com/BarlamanToday/status/1854294382499045523,tweet_id:1854294382499045523
Olcay Yücel,@olcayyucel26,2024-11-06T22:17:45.000Z,False,"I think there is no difference for the world order whether it is Donald Trump or Kamala Harris. #Capitalism and #Colonial order win in the US elections, #Zionism, which has been living under this system for almost 100 years, will be happy under all circumstances#USAElection2024",0,0,0,66,"['#Capitalism', '#Colonial', '#Zionism', '#USAElection2024']",[],[],https://pbs.twimg.com/profile_images/1230193775949045761/C8UJvb2l_bigger.jpg,https://x.com/olcayyucel26/status/1854287081259807025,tweet_id:1854287081259807025
OSINT Expert,@OsintExperts,2024-11-06T21:30:16.000Z,False, — Vice-President Kamala Harris starts her speech after being defeated by Donald J. Trump on US Elections. #USAElection2024,0,0,0,226,['#USAElection2024'],[],"['\\U0001f1fa\\U0001f1f8', '\\U0001f5f3', '\\u2757\\ufe0f']",https://pbs.twimg.com/profile_images/1787326928480763904/Kb9yhebk_bigger.jpg,https://x.com/OsintExperts/status/1854275129359867967,tweet_id:1854275129359867967
Mimi Mefo Info,@MimiMefoInfo,2024-11-06T20:41:02.000Z,True,US Vice President Kamala Harris has called Donald Trump to congratulate him on winning the 2024 presidential election. https://buff.ly/48CeDkS #USelections #KamalaHarris #DonaldTrump,0,0,0,1.6K,"['#USelections', '#KamalaHarris', '#DonaldTrump']",[],[],https://pbs.twimg.com/profile_images/1264981832443068416/L83LJRU8_bigger.jpg,https://x.com/MimiMefoInfo/status/1854262740228952157,tweet_id:1854262740228952157
P.M.EXPRESS,@pmexpressng,2024-11-06T19:57:07.000Z,False,2024 US Elections: Reasons Donald Trump Defeated Kamala Harris - http://P.M.EXPRESS https://shar.es/ag4p4Z,0,0,0,18,[],[],[],https://pbs.twimg.com/profile_images/761526197792673792/vMvv9u9v_bigger.jpg,https://x.com/pmexpressng/status/1854251687881703900,tweet_id:1854251687881703900
TRT World,@trtworld,2024-11-06T19:56:50.000Z,True,"Resuming leadership after four years, Republican nominee Donald Trump has been congratulated by world leaders after he declared victory over his rival, Democratic Vice President Kamala Harris, in the 2024 US elections",0,0,0,4K,[],[],[],https://pbs.twimg.com/profile_images/1813203160892145664/C1f2yWHJ_bigger.jpg,https://x.com/trtworld/status/1854251619145441762,tweet_id:1854251619145441762
𝔐𝔬𝔫𝔰𝔦𝔢𝔲𝔯 𝔈𝔰𝔠𝔞𝔫𝔬,@Aescano,2024-11-06T19:04:08.000Z,True,US elections live: Kamala Harris congratulates Donald Trump in phone call before concession speech - The Guardian,0,0,0,336,[],[],[],https://pbs.twimg.com/profile_images/1851442907791654912/lMIMssa__bigger.jpg,https://x.com/Aescano/status/1854238353022959987,tweet_id:1854238353022959987
CGTN Europe,@CGTNEurope,2024-11-06T18:53:58.000Z,True,"Donald Trump claimed victory and pledged to ""heal"" the country as results put him on the verge of defeating Kamala Harris in a White House comeback.

Read more https://tinyurl.com/4j8ba75d #trump #donaltrump #harris #usa #uselections",0,0,0,266,"['#trump', '#donaltrump', '#harris', '#usa', '#uselections']",[],['\\U0001f447'],https://pbs.twimg.com/profile_images/1569668915281760256/ShSKOdQl_bigger.png,https://x.com/CGTNEurope/status/1854235795705766279,tweet_id:1854235795705766279
Debs,@DebsF319,2024-11-06T18:48:16.000Z,False,US elections live: Kamala Harris congratulates Donald Trump in phone call before concession speech,0,0,0,183,[],[],[],https://pbs.twimg.com/profile_images/1687051508712341504/xrlYG6z__bigger.jpg,https://x.com/DebsF319/status/1854234361828401252,tweet_id:1854234361828401252
Lebanese Patriot ...,@Lebanon_123456,2024-11-06T18:34:36.000Z,False,"Dear DonaldKindly don't believe this person.
He is the biggest liar in Lebanon.
He was supporting Kamala Harris in the US elections.#جعجع_ما_بيتعلم ولا رح يتعلم",0,0,0,32,['#جعجع_ما_بيتعلم'],[],[],https://pbs.twimg.com/profile_images/1369992793762971650/ZhRxAbze_bigger.jpg,https://x.com/Lebanon_123456/status/1854230921920057613,tweet_id:1854230921920057613
Barbara,@the7thsign,2024-11-06T18:32:07.000Z,False,"US election 2024 results live: Donald Trump wins presidency, defeating Kamala Harris | US elections 2024 | The Guardian",0,0,0,105,[],[],[],https://pbs.twimg.com/profile_images/1352032844256665601/9mmcG84O_bigger.jpg,https://x.com/the7thsign/status/1854230297837248842,tweet_id:1854230297837248842
Newzroom Afrika,@Newzroom405,2024-11-06T18:07:58.000Z,True,There are mixed views in New York to the victory of Donald Trump in the US elections against Democratic presidential candidate Kamala Harris. Harris is expected to speak for the first time following her loss.  and  have more from Washington DC and New,0,0,0,3.2K,[],"['@XoliMngambi', '@jody_jacobs']",[],https://pbs.twimg.com/profile_images/1113462429340635136/9J0YRxTq_bigger.png,https://x.com/Newzroom405/status/1854224221628416394,tweet_id:1854224221628416394
Hera Pinscher,@nz_hera,2024-11-06T17:27:34.000Z,False,US elections: Six reasons why Kamala Harris was always on track to lose to Donald Trump,0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1478163721465864203/9YjX_LX5_bigger.png,https://x.com/nz_hera/status/1854214054304264405,tweet_id:1854214054304264405
IndiaToday,@IndiaToday,2024-11-06T17:06:05.000Z,True,"Who are the Indians part of the “samosa caucus” in the US House of Representatives? Take a look at who’s in, who’s out.#donald #trump #kamala #harris #joe #biden #washington #us #elections #presidential #2024 #republican",0,0,0,3.4K,"['#donald', '#trump', '#kamala', '#harris', '#joe', '#biden', '#washington', '#us', '#elections', '#presidential', '#republican']",[],[],https://pbs.twimg.com/profile_images/1395253672678809601/s-kiJ9xn_bigger.png,https://x.com/IndiaToday/status/1854208648270287213,tweet_id:1854208648270287213
Mohammad Ali Babakhel,@alibabakhel,2024-11-06T17:01:26.000Z,False,"Both times, Donald Trump won elections against women. First, he won against Hillary Clinton, and today he won against Kamala Harris. #USElections",0,0,0,1.6K,['#USElections'],[],[],https://pbs.twimg.com/profile_images/1828764840409845760/slmpn45u_bigger.jpg,https://x.com/alibabakhel/status/1854207478050754805,tweet_id:1854207478050754805
ZeeSWEB,@ZeeSWEB,2024-11-06T16:57:00.000Z,False,"Donald Trump wins 2024 US presidency, defeats Kamala Harris. Uncover further insights by clicking below.https://zeesweb.com/products/2024-us-election-result/…#kamalaharris #trumpsupporters #politicalmemes #votingrights #votingmatters #trumpmemes #political  #govote #breakingnews #unitedstates #uselections",0,0,0,103,"['#kamalaharris', '#trumpsupporters', '#politicalmemes', '#votingrights', '#votingmatters', '#trumpmemes', '#political', '#govote', '#breakingnews', '#unitedstates', '#uselections']",[],[],https://pbs.twimg.com/profile_images/987051109209595906/Pcbz42kl_bigger.jpg,https://x.com/ZeeSWEB/status/1854206362177126526,tweet_id:1854206362177126526
Comrade Serena,@SerenaTNZ,2024-11-06T16:52:59.000Z,False,US elections: Six reasons why Kamala Harris was always on track to lose to Donald Trump,0,0,0,71,[],[],[],https://pbs.twimg.com/profile_images/1783270066261463040/hn2XbCQx_bigger.jpg,https://x.com/SerenaTNZ/status/1854205349710209101,tweet_id:1854205349710209101
Haydar Demirok,@DemirokHay98661,2024-11-06T16:46:07.000Z,False,"Women have no chance against Donald Trump in the US electionsDonald Trump First Sent Off Hillary Clinton, Now It's Kamala Harris' Turn

Wait for your next chance",0,0,0,32,[],[],[],https://pbs.twimg.com/profile_images/1843366336749068288/KX2fenm-_bigger.jpg,https://x.com/DemirokHay98661/status/1854203622243921978,tweet_id:1854203622243921978
WWU Center for Economic and Business Research,@PugetSoundEF,2024-11-06T16:41:01.000Z,False,"There’s a lot riding on the US elections. Not just depending on who of Kamala Harris or Donald Trump wins, but also which party captures control of the House and Senate. It is Congress that approves budgets that drive policies.",0,0,0,52,[],[],[],https://pbs.twimg.com/profile_images/1486836439476101124/YPGGkzg__bigger.jpg,https://x.com/PugetSoundEF/status/1854202339617288256,tweet_id:1854202339617288256
IndiaToday,@IndiaToday,2024-11-06T16:15:20.000Z,True,A star is born- Elon Musk. US President-elect Trump’s words echoes in his victory speech as he thanked his biggest cheerleader and potentially the biggest reason for his spectacular win- Elon Musk.#donald #trump #kamala #harris #joe #biden #washington #us #elections,0,0,0,5.7K,"['#donald', '#trump', '#kamala', '#harris', '#joe', '#biden', '#washington', '#us', '#elections']",[],[],https://pbs.twimg.com/profile_images/1395253672678809601/s-kiJ9xn_bigger.png,https://x.com/IndiaToday/status/1854195875742155205,tweet_id:1854195875742155205
"Mitch McEachern,",@Intifada4Life,2024-11-06T16:13:38.000Z,False,"You had no choice.

Your Rothschild Overlords replaced Holocaust Harris with Papa Warp Speed Donald Trump, likely to start a war with Iran, for which they’ve set the stage with multiple fake assassination skits. US elections are 100% fake.",0,0,0,51,[],[],[],https://pbs.twimg.com/profile_images/1834623685946138624/x-XmHsAE_bigger.jpg,https://x.com/Intifada4Life/status/1854195446610280947,tweet_id:1854195446610280947
Fred Fleitz,@FredFleitz,2024-11-06T16:09:07.000Z,True,"So Kamala Harris won't concede her defeat to Donald Trump until 6 PM today?  

There is a long tradition of losing candidates in US elections to call the victors to concede and offer their congratulations. This is part of our tradition of the peaceful transfer of power.  

After",0,0,0,1.4K,[],[],[],https://pbs.twimg.com/profile_images/1263492341731659776/1OaGFo9-_bigger.jpg,https://x.com/FredFleitz/status/1854194311312613409,tweet_id:1854194311312613409
AETV NEWS,@AETVNews,2024-11-06T16:03:10.000Z,False,"Presidential candidate Donald Trump has clinched victory in the U.S. presidential elections, securing 53 electoral votes over opponent Kamala Harris! #aetvnews #BreakingNews #ElectionResults #DonaldTrump #KamalaHarris #USElections #Politics #2024Election #ElectionDay",0,0,0,103,"['#aetvnews', '#BreakingNews', '#ElectionResults', '#DonaldTrump', '#KamalaHarris', '#USElections', '#Politics', '#2024Election', '#ElectionDay']",[],[],https://pbs.twimg.com/profile_images/1745557884165816320/lVfDZsN0_bigger.jpg,https://x.com/AETVNews/status/1854192813518278933,tweet_id:1854192813518278933
PTV World,@WorldPTV,2024-11-06T15:57:35.000Z,False,World Leaders congratulate Republican Donald Trump as he defeats Democratic Vice President Kamala Harris in the us elections to recapture the prized White House seat.,0,0,0,694,[],[],[],https://pbs.twimg.com/profile_images/1850610562356400129/T9iKWDvF_bigger.jpg,https://x.com/WorldPTV/status/1854191408074424632,tweet_id:1854191408074424632
HAPP at Queen's,@HAPPatQUB,2024-11-06T15:50:18.000Z,False,"TODAY! Ready to witness and dissect one of the most historic US elections ever?
Election coverage and insights from experts on the unique “Prosecutor vs. Felon” showdown between Kamala Harris and Donald Trump. 06/11, 6pm PFC, 02/026",0,0,0,195,[],[],"['\\U0001f4c5', '\\U0001f3db\\ufe0f']",https://pbs.twimg.com/profile_images/1572117501235941377/EYwvB7WZ_bigger.jpg,https://x.com/HAPPatQUB/status/1854189574576091251,tweet_id:1854189574576091251
Y! Online,@YNaija,2024-11-06T15:22:20.000Z,False,"2024 US Elections: Donald Trump wins Presidency, defeats Kamala Harris.",0,0,0,497,[],[],[],https://pbs.twimg.com/profile_images/1760228097373114368/b4uhW7jG_bigger.jpg,https://x.com/YNaija/status/1854182538442363315,tweet_id:1854182538442363315
World Crisis Tracker,@WorldCrisi19621,2024-11-06T15:16:44.000Z,True,Kamala Harris expected to call Donald Trump and concede later today - NBC#USElection2024 #USAElections #USElections  #USElection #Elections #US #USA  #Trump #KamalaHarris #Kamala #Kamala4President #Trump2024 #VotedforTrump #ElectionDay #Trump2024Vance,0,0,0,797,"['#USElection2024', '#USAElections', '#USElections', '#USElection', '#Elections', '#US', '#USA', '#Trump', '#KamalaHarris', '#Kamala', '#Kamala4President', '#Trump2024', '#VotedforTrump', '#ElectionDay', '#Trump2024Vance']",[],"['\\U0001f6a8', '\\U0001f6a8', '\\U0001f1fa\\U0001f1f2', '\\U0001f1fa\\U0001f1f2']",https://pbs.twimg.com/profile_images/1791799694441451520/FZIoI7pe_bigger.jpg,https://x.com/WorldCrisi19621/status/1854181126983516239,tweet_id:1854181126983516239
Blockchain News 2023,@AICryptoNewsNow,2024-11-06T15:00:55.000Z,False," Crypto News

Live Updates: Trump Wins 2024 U.S. Presidential Election  Category: Policy, news, Regulations, Election 2024, US Elections, Donald Trump, Kamala Harris#bitcoin",0,0,0,70,['#bitcoin'],[],"['\\U0001f4f0', '\\U0001f520']",https://pbs.twimg.com/profile_images/1610968501182779393/cvllwh0P_bigger.jpg,https://x.com/AICryptoNewsNow/status/1854177146773659720,tweet_id:1854177146773659720
