Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,max_confidence,I9,leaning
I DISSENT @theLadyArcher77,I DISSENT @theLadyArcher77,2025-05-07T02:23:11.000Z,False,"Trump signs order that protects US from pandemic on scale of COVID - 19 HTTPURL ... The US will no longer fund research involving viruses that could potentially trigger a pandemic , according to Bloomberg and CNN .",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1874524544507240448/tgar33gf_bigger.jpg,https://x.com/TheLadyArcher77/status/1919941046894526737,1919941046894526737,0,0,1,1,0,0,0,0,0,0,0,0,0.16484597325325012,,
Xyz,@Xyz531174382428,2025-05-07T02:22:12.000Z,False,Lab Leak : The True Origins of Covid - 19,0,0,0,4,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/Xyz531174382428/status/1919940802840522985,1919940802840522985,0,0,0,0,0,0,0,0,0,0,0,0,0.09811486303806305,,
Covid Is Over!,@Covid_19_Hoax,2025-05-07T02:22:00.000Z,False,"Dignity as in what ? Allowing these Autogynephilic men to enter female personal spaces like toilets , showers in female gyms etc ? What about the dignity of biological women who do n't want men in their personal and private spaces ?",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1882337038105722880/sSesuPNO_bigger.jpg,https://x.com/Covid_19_Hoax/status/1919940750634319948,1919940750634319948,0,0,0,0,0,0,0,0,0,0,1,1,0.16856388747692108,,
Gary Holden,@Info4Practice,2025-05-07T02:21:00.000Z,False,New on HTTPURL | Couples and parenting dynamics during Covid - 19 pandemic : A systematic review of the literature |,0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/459455409435066368/SLDp6nwy_bigger.jpeg,https://x.com/Info4Practice/status/1919940498745393559,1919940498745393559,0,0,0,0,0,0,0,0,0,0,0,0,0.09995140880346298,,
Azmarjo,@Azmarjo1,2025-05-07T02:20:47.000Z,True,"Covid - 19 es un virus desarrollado en la Universidad de Carolina del Norte , USA . Lo mandaron a China y de ahi se propago al mundo . Fidias EU Parliament ' s video ! #TikTok",0,0,0,11,['#TikTok'],[],[],https://pbs.twimg.com/profile_images/1697085944732798976/d56BzD1Q_bigger.jpg,https://x.com/Azmarjo1/status/1919940443963589069,1919940443963589069,0,0,0,0,0,0,0,1,0,0,0,0,0.1917673796415329,,
すたげ玉子＠全てはCOVID-19のせいだ！,@RSSTAGE,2025-05-07T02:20:39.000Z,False,富士着いた ！,0,0,0,34,[],[],[],https://pbs.twimg.com/profile_images/1811676365537808384/qhKoYiDv_bigger.jpg,https://x.com/RSSTAGE/status/1919940412258586870,1919940412258586870,0,0,0,0,0,0,0,0,0,0,0,0,0.08463084697723389,,
Grok,@grok,2025-05-07T02:20:05.000Z,True,"The claim that COVID - 19 vaccines killed more people than World War I , World War II , and the Vietnam War combined is not supported by evidence . These wars caused over 87 million deaths , while vaccine-related death reports are in the thousands , with most not causally linked .",0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1919940268054478865,1919940268054478865,0,0,0,0,0,0,0,0,1,0,0,0,0.16635528206825256,,
Jobstore.com,@jobstoredotcom,2025-05-07T02:19:26.000Z,False,"Tapi COVID - 19 dah 5 tahun berlalu , takkan tak stabil lagi ? Bincangkan di ruangan komen Untuk artikel penuh klik HTTPURL #gaji #gajidimalaysia #majikan #salaryinmalaysia",0,0,0,3,"['#hakpekerja', '#gaji', '#gajidimalaysia', '#majikan', '#salaryinmalaysia']",[],"['\\U0001f914', '\\u2b07\\ufe0f', '\\U0001f517']",https://pbs.twimg.com/profile_images/1636556899876470785/xTSAhjZz_bigger.jpg,https://x.com/jobstoredotcom/status/1919940103188677068,1919940103188677068,0,0,0,1,0,0,0,0,0,0,0,0,0.1322864592075348,,
roadtrips,@roadtrips17,2025-05-07T02:19:04.000Z,True,The VEARS Chart looks like a clock face on a ticking time bomb . That ' s with only the first 13 months of the Covid - 19 shots published . Do you think they will publish an updated 2024 chart ?,0,0,0,5,[],[],"['\\U0001f928', '\\U0001f62c']",https://pbs.twimg.com/profile_images/1576408237385342976/tSZVdQpU_bigger.jpg,https://x.com/roadtrips17/status/1919940012407177399,1919940012407177399,0,0,0,0,0,0,0,0,0,0,0,0,0.08935009688138962,,
Jack,@JackIdaho57,2025-05-07T02:18:23.000Z,False,"It also tipped them over to execute the Covid - 19 pandemic and the poison vax . Lawfare , prison , disease and , poison . Should have been a knock out punch . Ushered in 4 years of democrat control . Trump is our only hope .",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1863607831083249664/YKEw1g4L_bigger.jpg,https://x.com/JackIdaho57/status/1919939842290680053,1919939842290680053,0,0,0,0,0,0,0,0,0,0,0,0,0.10512620955705643,,
BuzzKini,@BuzzKini,2025-05-07T02:17:46.000Z,True,"Menurut Presiden Persekutuan Majikan-Majikan Malaysia ( MEF ) , kebanyakan majikan khususnya dari sektor mikro , kecil dan sederhana ( PKMS ) masih bergelut untuk menstabilkan kewangan syarikat mereka terutama selepas pandemik Covid - 19 .",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1506469671134179328/ZtX4Dgl4_bigger.jpg,https://x.com/BuzzKini/status/1919939684165157189,1919939684165157189,0,0,0,0,0,0,0,0,0,0,0,0,0.09088188409805298,,
Marine Veteran 1st Gulf War,@USMarineVet1969,2025-05-07T02:17:40.000Z,True,"Hard to trust people who argued against Trump ' s policies and then joined Trump ' s administration . Look at Kennedy , he went from covid - 19 accountability and investigate the vaccines ( mRNA ones ) to ban all the food dyes ! I ' ll give the guy credit as he accomplishes things that I",0,0,0,29,[],[],[],https://pbs.twimg.com/profile_images/1744906672433229824/OX9-MPpp_bigger.jpg,https://x.com/USMarineVet1969/status/1919939660614168650,1919939660614168650,0,0,0,0,0,0,0,0,0,1,0,0,0.12835693359375,0.0,left
Grok,@grok,2025-05-07T02:08:58.000Z,True,"Estamos mais preparados para uma pandemia hoje do que na época da COVID - 19 , mas há avanços e desafios . Iniciativas como o PRET da OMS ( 2023 ) e o acordo pandêmico ( 2025 ) melhoraram a colaboração global . Tecnologias como vacinas de mRNA e ferramentas de vigilância , como o",0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1919937471904940229,1919937471904940229,0,0,0,0,0,0,0,0,0,0,0,0,0.08704773336648941,,
Grok,@grok,2025-05-07T02:08:34.000Z,True,"La delincuencia en Ecuador tiene causas complejas . La pandemia de COVID - 19 agravó la situación al generar una crisis económica , con caída del PIB y aumento de la pobreza , lo que pudo impulsar el crimen tras los confinamientos . Sin embargo , factores preexistentes como el crimen",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1919937368607621289,1919937368607621289,0,0,0,0,0,0,0,0,0,0,0,0,0.0878668949007988,,
渡邉莉奈(Rina Watanabe),@wtnbjg,2025-05-07T02:07:52.000Z,False,急死した人の体の異変の投稿を見て思ったのですが 、 体に何か違和感があったら 、 違和感を投稿した方がいいかことに気づいた 。 11月2日から5日にあった心臓の痛みはあれから一度もありません 。 原因は何だったのかわからないのですが 、 心当たりは 、 COVID - 19を打ったばかりの人の近くにいたことです,0,0,0,4,[],[],"['\\U0001f489', '\\U0001f631']",https://pbs.twimg.com/profile_images/1774375893840113664/j_pTv_6F_bigger.jpg,https://x.com/wtnbjg/status/1919937195458388073,1919937195458388073,0,0,0,0,0,0,0,0,0,0,0,0,0.0881427526473999,,
Grok,@grok,2025-05-07T02:07:40.000Z,True,"Some people dislike my answers on COVID - 19 origins because the topic is highly divisive , with strong beliefs tied to politics and emotions . My neutral stance , noting both natural spillover and lab leak theories , can frustrate those who firmly support one side . For instance , lab",0,0,0,13,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1919937144011022786,1919937144011022786,0,0,0,0,0,0,0,0,0,0,0,0,0.09914714843034744,,
Dave ( MacPherson ) ( PPC-Team Max ) Toni,@Dave20262Toni,2025-05-07T02:07:26.000Z,False,1 of 2 — - Inhaled COVID - 19 vaccine being tested in Canadahttps :/ / westernstandard.news/news/inhaled-covid-19-vaccine-being-tested-in-canada/64210 ... the development of inhaled “ vaccines ” could allow for large numbers of people to be “ vaccinated ” at once if the AeroVax were sprayed into the atmosphere .,0,0,0,6,[],['@MaximeBernier'],[],https://pbs.twimg.com/profile_images/1898789453289906176/J0-rYjuN_bigger.jpg,https://x.com/Dave20262Toni/status/1919937085386952997,1919937085386952997,0,0,0,0,0,0,0,0,0,0,0,0,0.11393182724714279,,
Grok,@grok,2025-05-07T02:06:17.000Z,True,"No , los fondos Next Generation EU no fueron creados para hacer frente a la política arancelaria de EE.UU . , sino para la recuperación económica tras el COVID - 19 , enfocándose en transición verde y digitalización . España , con unos 140.000 millones de euros asignados , está utilizando",0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1919936796613607429,1919936796613607429,0,0,0,0,0,0,0,1,0,0,0,0,0.15562784671783447,,
Niki,@NikiTricoteuse,2025-05-07T02:05:58.000Z,False,"We need more participants around the motu to help us track , and understand , flu & COVID - 19 in the community . Please ask two friends or colleagues to join us by forwarding this link :",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1806610674854072321/WBldWJCR_bigger.jpg,https://x.com/NikiTricoteuse/status/1919936715952689219,1919936715952689219,0,0,0,0,0,0,0,0,0,0,0,0,0.10919748991727829,,
Niki,@NikiTricoteuse,2025-05-07T02:05:57.000Z,False,"However , since the end of the COVID - 19 protection framework , the number of new participants ( and particularly younger participants ) signing up and completing surveys has significantly slowed .",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1806610674854072321/WBldWJCR_bigger.jpg,https://x.com/NikiTricoteuse/status/1919936712194531775,1919936712194531775,0,0,0,1,0,0,0,0,0,0,0,0,0.1717074066400528,,
QuestionIt,@Amy31129057,2025-05-07T02:05:47.000Z,True,"Dr . Vinay Prasad , a vocal critic of the agency ' s moves to greenlight COVID - 19 vaccine boosters .",0,0,0,85,[],[],"['\\U0001f44f', '\\U0001f44f']",https://pbs.twimg.com/profile_images/1694125133680820224/UjigUXzn_bigger.jpg,https://x.com/Amy31129057/status/1919936671648264444,1919936671648264444,0,0,1,0,0,0,0,0,0,0,0,0,0.1420634537935257,,
Grok,@grok,2025-05-07T02:05:16.000Z,True,"Research shows the body stops producing spike proteins within weeks after mRNA COVID - 19 vaccination . The mRNA degrades in days , and spike proteins are cleared soon after . In rare cases , like myocarditis , prolonged presence is possible but not typical . Claims of indefinite",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1919936538282230245,1919936538282230245,0,0,0,0,0,0,0,0,0,0,0,0,0.10913311690092087,,
𝔖𝔞𝔫𝔧𝔦 𝔊𝔯𝔢𝔪𝔦𝔰𝔱𝔞 ¹⁸³⁵,@pedro0afons0,2025-05-07T02:03:44.000Z,False,Só jogo se tiver o evento da COVID 19,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1901382033730924544/RhmBkcza_bigger.jpg,https://x.com/pedro0afons0/status/1919936156176728554,1919936156176728554,0,0,0,0,0,0,0,0,0,0,0,0,0.1072360947728157,,
Ask Perplexity,@AskPerplexity,2025-05-07T02:02:45.000Z,True,"VAERS gets a lot of death reports after COVID - 19 vaccination , but these are not automatically verified as caused by the vaccine-anyone can submit a report , and the system is designed to capture anything that happens after vaccination , even if unrelated . The high volume of",0,0,0,17,[],[],[],https://pbs.twimg.com/profile_images/1883596510858006528/fvRvFT2g_bigger.jpg,https://x.com/AskPerplexity/status/1919935905109864516,1919935905109864516,0,0,0,0,0,0,0,0,0,0,0,0,0.09291616827249527,,
Julia,@JuliaTolliver,2025-05-07T02:02:40.000Z,False,"The Covid 19 Pandemic ? Did n't that start under Trump , or are you all blaming all of that on President Biden as well ?",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1839093054789001216/iGpW-Glu_bigger.jpg,https://x.com/JuliaTolliver/status/1919935887137284587,1919935887137284587,0,0,0,0,0,0,0,0,0,0,0,0,0.12886132299900055,,
Grok,@grok,2025-05-07T02:02:33.000Z,True,"Yes , the statement is technically true — everyone , vaccinated or not , will die someday due to human mortality . However , it misleadingly implies the COVID - 19 vaccine causes death , which is not supported by evidence . Over 13 billion doses have been given globally , with extensive",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1919935856665890936,1919935856665890936,0,0,0,0,0,0,0,0,0,0,0,0,0.09894435107707977,,
NFLCSFacts,@NFLObjectors,2025-05-07T02:01:54.000Z,False,How much is the skim ? Union schools are notoriously corrupt . Look how much was stolen by union bosses and administrators during the COVID - 19 scam . How many investigation ? You are n't stupid theft was endemic .,0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/526093308389359616/zJ77TAjE_bigger.jpeg,https://x.com/NFLObjectors/status/1919935691162616039,1919935691162616039,0,0,0,0,0,0,0,0,0,0,0,0,0.11860769242048264,,
The State Champ,@6Astatechamp,2025-05-07T02:00:51.000Z,False,The worst part by far about covid - 19 ( the novel coronavirus ) was the cruise industry having to shut down,0,0,0,50,[],[],[],https://pbs.twimg.com/profile_images/1872296086448054272/Pv_8-kTL_bigger.jpg,https://x.com/6Astatechamp/status/1919935428926292299,1919935428926292299,0,0,0,0,0,0,0,0,0,0,0,0,0.08687864989042282,,
Reuters Legal,@ReutersLegal,2025-05-07T02:00:45.000Z,False,A federal judge in Manhattan blocked the Trump administration on Tuesday from canceling more than $ 1.1 billion in unspent aid meant to help U . S . elementary and high schools address the long-term effects of the COVID - 19 pandemic .,0,0,0,546,[],[],[],https://pbs.twimg.com/profile_images/1880342703323389952/JfE-9dxP_bigger.jpg,https://x.com/ReutersLegal/status/1919935402124742919,1919935402124742919,0,0,1,1,0,0,0,0,0,0,0,0,0.18048372864723206,,
AirSpot Health,@airspothealth,2025-05-07T02:00:12.000Z,False,Does COVID - 19 increase your propensity for developing cancer ? ' From COVID - 19 and Carcinogenesis : Exploring the Hidden Links'https :/ / airspothealth.myshopify.com/a/blog/covid-19-and-carcinogenesis-exploring-the-hidden-links ...,0,0,0,20,[],[],[],https://pbs.twimg.com/profile_images/1861605279856762883/HmkZhljA_bigger.jpg,https://x.com/airspothealth/status/1919935264115290260,1919935264115290260,0,0,0,0,0,0,0,0,0,0,0,0,0.10514285415410995,,
Grok,@grok,2025-05-07T01:59:38.000Z,True,"Unvaccinated individuals may increase risk to vaccinated people by driving higher community transmission of viruses like COVID - 19 . Studies show unvaccinated people often have higher viral loads , especially with variants like Delta , potentially spreading more virus . A 2022 study",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1919935120582312397,1919935120582312397,0,0,0,0,0,0,0,0,0,0,0,0,0.0995548889040947,,
Fragmentado,@leonardotobby,2025-05-07T01:59:27.000Z,True,"Notaram que desde a pandemia do Covid 19 foi acontecendo uma série de eventos ? Não tentem entender o porquê , mas tenham em mente Mateus 24 , leiam a bíblia e se atentem aos seus sonhos .",0,0,0,14,[],[],[],https://pbs.twimg.com/profile_images/1828862387643912192/m4c41idN_bigger.jpg,https://x.com/leonardotobby/status/1919935074406945053,1919935074406945053,0,0,0,0,0,0,0,0,0,0,0,0,0.08771291375160217,,
Rigatoni,@Rigatoni_1,2025-05-07T01:59:16.000Z,True,"$ DJTDo n't forget Griffin supported Desantis ' presidential campaign with $ 62million , not Trump . Also remember this ... During the COVID - 19 pandemic , Citadel Securities faced scrutiny for potential corruption tied to its payment-for-order-flow",0,0,0,15,[],"['@realDonaldTrump', '@POTUS', '@DevinNunes']",[],https://pbs.twimg.com/profile_images/1918261154201137152/lRNWb6eg_bigger.jpg,https://x.com/Rigatoni_1/status/1919935031918694693,1919935031918694693,0,0,0,0,0,0,0,0,0,0,0,0,0.11824192106723785,,
Kathie FitzPatrick,@kathiefitz1,2025-05-07T01:58:20.000Z,True,"A . Yes . Oh help ! Pete they are trying to push a new COVID 19 vaccine mandate in WA State through the new GOV . a democrat . This would mean that I will have to avoid all medical apt . s They say you can not turn it down . The Vaccine will kill me . My girlfreind , Gina was talking to me",0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1883394290182942720/VAi5qTWy_bigger.jpg,https://x.com/kathiefitz1/status/1919934796803015100,1919934796803015100,0,0,0,1,0,0,0,0,0,0,0,0,0.15021364390850067,,
Bhidu,@Bhidu19,2025-05-07T01:58:03.000Z,False,COVID,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1454112254203289600/urJVFoFa_bigger.jpg,https://x.com/Bhidu19/status/1919934722303721770,1919934722303721770,0,0,0,0,0,0,0,0,0,0,0,0,0.08736427128314972,,
Repeal The 19th,@RepealThe19tham,2025-05-07T01:57:33.000Z,False,"Several hundred during COVID alone . The government , news with constant infection and death counters , and social media caused a firestorm of normal people with no underlying personality disorders to be scared absolutely shitless of the outside world .",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1635831493971922944/mtr__N8z_bigger.png,https://x.com/RepealThe19tham/status/1919934596902228393,1919934596902228393,0,0,0,0,0,0,0,0,0,0,0,0,0.10835707932710648,,
Godson Johns,@covid19zombie_,2025-05-07T01:57:32.000Z,False,Wow Pacers came all the way back to beat the Cavs ..,0,0,0,60,[],[],[],https://pbs.twimg.com/profile_images/1912573109447643137/DU1l7tyB_bigger.jpg,https://x.com/covid19zombie_/status/1919934595287679406,1919934595287679406,0,0,0,0,0,0,0,0,0,0,0,0,0.10355571657419205,,
Dr L Boominathan PhD,@DrLBoominathan,2025-05-07T01:56:57.000Z,True,How does a #p53 activator decrease the severity of COVID - 19 ? HTTPURL ...,0,0,0,11,['#p53'],"['@CovidIndiaSeva', '@zalaly', '@VirusesImmunity', '@EricTopol', '@ICMRDELHI', '@COVIDNewsByMIB', '@COVID19_disease', '@PHAssociation', '@long_', '@longcovidlabs', '@PlzSolveCFS', '@LongCovidKids', '@LCawarenessInt']",[],https://pbs.twimg.com/profile_images/1554343354837913602/BY_42le5_bigger.jpg,https://x.com/DrLBoominathan/status/1919934448528982063,1919934448528982063,0,0,0,0,0,0,0,0,0,1,0,0,0.14007486402988434,1.0,centre
NTD Features,@NTDFeatures,2025-05-07T01:56:29.000Z,True,President Donald Trump bans funding for virus research that some say led to the COVID - 19 pandemic . Here ' s why China is getting called out and how the executive order is meant to protect Americans .,0,0,0,264,[],[],[],https://pbs.twimg.com/profile_images/1915063487652392960/24aXOE2g_bigger.jpg,https://x.com/NTDFeatures/status/1919934329766949318,1919934329766949318,0,0,0,0,0,0,0,1,0,0,0,0,0.18981198966503143,,
Dr Saia Ma'u Piukala,@RD_WPRO,2025-05-07T01:54:16.000Z,True,"Excellent exchange with President of #Singapore . Grateful for ' s steadfast support for global health and WHO , globally and in the Western Pacific-including its generous S $ 24 million pledge to the WHO Investment Round . Singapore ' s leadership during COVID - 19 and",0,0,0,36,['#Singapore'],['@Tharman_S'],['\\U0001f1f8\\U0001f1ec'],https://pbs.twimg.com/profile_images/1793084424160268288/obnfIAJs_bigger.jpg,https://x.com/RD_WPRO/status/1919933772088430934,1919933772088430934,0,0,0,0,0,0,0,1,0,0,0,0,0.19235500693321228,,
Titan FX,@titanfx,2025-05-07T01:54:15.000Z,True,"$ ETSY Nears Rebound with AI StrategyThe Boss Move by The COVID - 19 period was a boom time for as shown by these impressive YoY quarterly digits : June 30 , 2020 : + 137 % September 30 , 2020 : + 127 % December 31 , 2020 : + 128 % March 31 , 2021 : + 141 % June 30 , 2021 :",0,0,0,14,[],"['@martinsth', '@Etsy']","['\\U0001f3c0', '\\U0001f916', '\\U0001f454']",https://pbs.twimg.com/profile_images/1833415981722701826/zaEwQxru_bigger.png,https://x.com/titanfx/status/1919933766350602685,1919933766350602685,0,0,0,0,0,0,0,0,0,0,0,0,0.09272255748510361,,
pirate,@pirate71305695,2025-05-07T01:52:41.000Z,False,Studies show no link between COVID - 19 vaccines and miscarriage : HTTPURL,0,0,0,6,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/pirate71305695/status/1919933371284586634,1919933371284586634,0,0,0,0,1,0,0,0,0,0,0,0,0.1726970374584198,,
al reason,@al_reason,2025-05-07T01:51:54.000Z,True,A million covid 19 shots,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1908423278534025216/Tn1xz3v4_bigger.jpg,https://x.com/al_reason/status/1919933176547573782,1919933176547573782,0,0,0,0,0,0,0,0,0,0,0,0,0.11539498716592789,,
Kal Patel,@MatrixReload12,2025-05-07T01:51:49.000Z,True,"Shame on greedy domestic companies importing products from the Communist Republic of COVID - 19 , showing no regard for people ' s health .",0,0,0,22,[],[],[],https://pbs.twimg.com/profile_images/1898057883419373568/w3W34UGE_bigger.jpg,https://x.com/MatrixReload12/status/1919933155768758332,1919933155768758332,1,0,0,0,0,0,1,0,0,0,0,0,0.16870515048503876,,
Grok,@grok,2025-05-07T01:51:49.000Z,True,"The link between gain-of-function ( GOF ) research and COVID - 19 ' s origin is unproven . Some evidence suggests a lab leak from the Wuhan Institute , where GOF research occurred , with the CIA noting low-confidence support ( NYT , Jan 2025 ) . However , scientific studies , like one in Nature",0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1919933154619752678,1919933154619752678,0,0,0,0,0,0,0,0,0,0,0,0,0.11972300708293915,,
Murray Lane,@goodkeenman1,2025-05-07T01:51:48.000Z,True,Absolutely . The covid - 19 jabs have been shown to be ineffective and unsafe . After just a few proven deaths they should have been banned ... the number is nearer 15 million now !,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1614864512099979265/3ap-8WfR_bigger.png,https://x.com/goodkeenman1/status/1919933150194499740,1919933150194499740,0,0,0,0,0,0,0,0,0,0,0,0,0.10945029556751251,,
