Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,max_confidence,I9,leaning
Winter Knight,@Stubborn_desk,2025-05-06T14:10:48.000Z,False,"This is absolutely unacceptable , farmers protest at this time is like a treason",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1721452123295236096/sJPcOiyj_bigger.jpg,https://x.com/Stubborn_desk/status/1919756737449443482,1919756737449443482,0,0,0,0,0,0,0,0,0,1,0,0,0.18447287380695343,0.0,left
Aatmanirbhar Bharatiy,@AatmaNirbhar12,2025-05-06T14:07:50.000Z,False,"A few people were seen saying that khujali wala is silent , He was n't . Farmers protest , and this one and many more to come .",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1656353627269918720/0PXg-VSV_bigger.jpg,https://x.com/AatmaNirbhar12/status/1919755992381751337,1919755992381751337,0,0,0,0,0,0,0,0,0,1,0,0,0.18732838332653046,1.0,centre
राहुल पंडित,@pancham_rahul,2025-05-06T14:07:49.000Z,False,"As our nation teeters on the edge of conflict , opportunists cloaked as farmers are hijacking public spaces under the pretense of protest.This isnt dissent its sabotage , Government must act decisively to dismantle these orchestrated disruptions and hold the perpetrators accountable",0,0,0,14,[],[],[],https://pbs.twimg.com/profile_images/1917658394007048192/JD0R39-R_bigger.jpg,https://x.com/pancham_rahul/status/1919755986379710766,1919755986379710766,0,0,0,0,0,0,0,0,0,1,0,0,0.19013753533363342,0.0,left
Prithviraj Chauhan (AllEyesonBangladeshiHINDUS),@PrithChauhn,2025-05-06T13:37:44.000Z,True,"Protest while the nation is in a war situation ? ? ? I highly doubt they are the real farmers , they might be just Paki supporting traitors",0,0,0,12,[],[],[],https://pbs.twimg.com/profile_images/1554119100481146880/PSZtmw8o_bigger.jpg,https://x.com/PrithChauhn/status/1919748415799623845,1919748415799623845,0,0,0,0,0,0,0,0,1,0,0,0,0.14001353085041046,,
CosmicOcean108,@CosmicOcean108,2025-05-06T13:37:30.000Z,False,Same is the case with farmers ' protest,0,0,0,20,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/CosmicOcean108/status/1919748357997600996,1919748357997600996,0,0,0,0,0,0,0,0,0,1,0,0,0.18093805015087128,0.0,left
Prove with Mathematics,@rodupgrao,2025-05-06T13:33:21.000Z,False,government just do one thing Put Kejru in Jail and see all those protest and Mann blockade will be off Kejru is behind all this . he is using the war situation and farmers as its bargain chip . More you let Kejru out more problem her will create,0,0,0,15,[],[],[],https://pbs.twimg.com/profile_images/1288164567298670592/nW_xyp37_bigger.jpg,https://x.com/rodupgrao/status/1919747313255514166,1919747313255514166,0,0,0,0,0,0,0,0,1,0,0,0,0.13284270465373993,,
Puneet Bawa,@SalahkarBawa,2025-05-06T13:31:48.000Z,False,"The Sikh farmer protest groups in Punjab are no longer about farmers ' rights — they have become anti-national factions undermining India ' s unity . Their actions show they stand against the nation , not with it . This is not dissent ; this is betrayal . #IndiaAgainstTraitors",0,0,0,114,['#IndiaAgainstTraitors'],[],[],https://pbs.twimg.com/profile_images/1910245705144209409/U1ANbphT_bigger.jpg,https://x.com/SalahkarBawa/status/1919746924917199104,1919746924917199104,0,0,0,0,0,0,0,0,0,1,0,0,0.17527468502521515,0.0,left
The Adventuring Sandwich,@seyrup,2025-05-06T13:31:47.000Z,True,Ghanta farmers ' union . It ' s the same USAID funded clique that did the farm protest .,0,0,0,16,[],[],[],https://pbs.twimg.com/profile_images/1623964584221761536/HgTgZWsN_bigger.jpg,https://x.com/seyrup/status/1919746918646718853,1919746918646718853,0,0,0,0,0,0,0,0,0,1,0,0,0.18755514919757843,1.0,centre
Choudhary,@CHOUDHARYALWAYS,2025-05-06T13:30:28.000Z,False,If anyone till now having doubt about so called farmers protest than he was a fool,0,0,0,7,[],[],['\\U0001f644'],https://pbs.twimg.com/profile_images/1714354055735361537/on6DUIvj_bigger.jpg,https://x.com/CHOUDHARYALWAYS/status/1919746586642358613,1919746586642358613,0,0,0,0,0,0,0,0,0,1,0,0,0.1721402108669281,0.0,left
Anshuman,@Anshuma00036689,2025-05-06T13:24:25.000Z,False,Since the war can start any day . Internal emergency should be declared all fake farmers should be dealt with iron Fist . Make sure they ' re never able to protest,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1748736043350884352/c1_9cb67_bigger.jpg,https://x.com/Anshuma00036689/status/1919745064001233124,1919745064001233124,0,0,0,0,0,0,0,0,0,1,0,0,0.1640666127204895,0.0,left
Tajwar Negi,@SanataniRakt,2025-05-06T13:20:33.000Z,False,"Some Khalistani supporters abroad have also insulted the Indian flag In today ' s circumstances , if these protesters are farmers of India , then they will not protestIt seems that their loyalty is not with IndiaJai Hind Jai Bhawani",0,0,0,31,[],[],"['\\U0001f6a9', '\\U0001f1ee\\U0001f1f3']",https://pbs.twimg.com/profile_images/1473929119154905090/8GbbckeK_bigger.jpg,https://x.com/SanataniRakt/status/1919744094420816101,1919744094420816101,0,0,0,0,0,0,0,0,0,0,0,0,0.09924045950174332,,
Pip_Quips,@Pip_Quips,2025-05-06T13:14:35.000Z,True,Those in farmers ' protest are traitors,0,0,0,886,[],[],[],https://pbs.twimg.com/profile_images/1882502692360290304/At0Ozyo__bigger.jpg,https://x.com/Pip_Quips/status/1919742592067022977,1919742592067022977,0,0,0,0,0,0,0,0,0,1,0,0,0.1852191835641861,0.0,left
Susshh..,@SussBR02,2025-05-06T13:11:16.000Z,False,"Our Farmers are on field working hard to feed this country and produce most soldier sons of mother india , Not sitting in big luxury cars having weapons or blocking trains aka public property in the name of protest , making life of common ppl difficult and nation facing huge damage .",0,0,0,17,[],[],[],https://pbs.twimg.com/profile_images/1543092859414278144/NrBZjAb4_bigger.jpg,https://x.com/SussBR02/status/1919741756091838680,1919741756091838680,0,0,0,0,0,0,1,0,0,1,0,1,0.13715551793575287,0.0,left
Adewumi Adekemi,@adewumi_adekemi,2025-05-06T13:10:39.000Z,False,PRESS STATEMENT : SETTING THE RECORD STRAIGHT ON COCOA FARMERS ' PROTEST AND THE ROLE OF GOVERNMENT OFFICIALS The attention of the Ondo State Government has been drawn to reports of protests by some cocoa farmers over farm settlements in the state .,0,0,0,19,[],[],[],https://pbs.twimg.com/profile_images/1823369014967508992/3Vx9ONx6_bigger.jpg,https://x.com/adewumi_adekemi/status/1919741602047648101,1919741602047648101,0,0,0,0,0,0,0,0,0,1,0,0,0.17888328433036804,1.0,centre
Abiola Odunayo Goodluck,@GoodluckOd23422,2025-05-06T13:10:28.000Z,False,SETTING THE RECORD STRAIGHT ON COCOA FARMERS ' PROTEST AND THE ROLE OF GOVERNMENT OFFICIALS The attention of the Ondo State Government has been drawn to reports of protests by some cocoa farmers over farm settlements in the state .,0,0,0,16,[],[],[],https://pbs.twimg.com/profile_images/1774684894502834176/Hg0EnQ2c_bigger.jpg,https://x.com/GoodluckOd23422/status/1919741553897025685,1919741553897025685,0,0,0,0,0,0,0,0,0,1,0,0,0.17353929579257965,1.0,centre
ONDO STATE GOVERNMENT,@OndoStateOnline,2025-05-06T13:06:44.000Z,True,PRESS STATEMENT : SETTING THE RECORD STRAIGHT ON COCOA FARMERS ' PROTEST AND THE ROLE OF GOVERNMENT OFFICIALS The attention of the Ondo State Government has been drawn to reports of protests by some cocoa farmers over farm settlements in the state . The said reports contain a,0,0,0,310,[],[],[],https://pbs.twimg.com/profile_images/1896148396865404928/Alc_Ycda_bigger.jpg,https://x.com/OndoStateOnline/status/1919740614863679865,1919740614863679865,0,0,0,0,0,0,0,0,0,1,0,0,0.17527636885643005,1.0,centre
Sangha/ਸੰਘਾ/संघा/سنگھا,@FarmStudioz,2025-05-06T13:00:41.000Z,False,"When Punjab farmers wanted to protest in Delhi against , the govt backstabbed the farmers & destroyed the morchas . Today when Haryana farmers wanted to go to Shambhu border against , the police stopped them . अवैध रिश्ते ?",0,0,0,168,[],"['@BJP4India', '@AAPPunjab', '@BhagwantMann', '@BJP4Haryana']",[],https://pbs.twimg.com/profile_images/1869800840904749056/dvQP4kHg_bigger.jpg,https://x.com/FarmStudioz/status/1919739092608172536,1919739092608172536,0,0,0,0,0,0,0,0,0,1,0,0,0.15668435394763947,0.0,left
RAJESH PATEL,@rajesh4249,2025-05-06T13:00:10.000Z,True,Do n't forget they are not farmers they are back stage actors posing as farmers . We will see them in different roles depending on what the protest is for . They are known as Andolan Jeevee creatures .,0,0,0,11,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/rajesh4249/status/1919738962869899645,1919738962869899645,0,0,0,0,0,0,0,0,0,1,0,0,0.18025681376457214,1.0,centre
James Anderson,@Oldscarfe,2025-05-06T12:59:58.000Z,False,"Well that ' s because you ' ve taken a random protest , which typically draws thousands or tens of thousands of particular types of people for issues which span from , yes , international ethnic conflicts to farmers and football fans to veterans . . .",0,0,0,15,[],[],[],https://pbs.twimg.com/profile_images/769246909210959872/_ry15Y3x_bigger.jpg,https://x.com/Oldscarfe/status/1919738912269836515,1919738912269836515,0,0,0,0,0,0,0,0,0,1,1,0,0.1489495187997818,0.0,left
Peeyush,@Peeyush5558941,2025-05-06T12:56:15.000Z,True,"Please also take care of these fake farmers and their protest at critical time , throw them out of important places like Railways which always been the target of whole Ecosystems",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1886478965755531264/kfYHY5vi_bigger.jpg,https://x.com/Peeyush5558941/status/1919737976210264428,1919737976210264428,0,0,0,0,0,0,0,0,0,1,0,0,0.17968502640724182,0.0,left
MJGooner,@ImMayurJindal,2025-05-06T12:49:27.000Z,True,Zamana kitna aage badh Jaye ye log sirf protest hi kar sakte h . Doing such things at a time of war Showcases their mentality ! #ShameOnFarmersOfIndiaI no longer feel for these farmersPeople should give up stupid jobs and promote farming as a full time business .,0,0,0,27,['#ShameOnFarmersOfIndia'],[],[],https://pbs.twimg.com/profile_images/1802677892998115328/I_ttMxez_bigger.jpg,https://x.com/ImMayurJindal/status/1919736264556749174,1919736264556749174,0,0,0,0,0,0,0,0,1,0,0,0,0.1721584051847458,,
A S RAJAWAT,@ASKUSHWAHA10,2025-05-06T12:27:04.000Z,False,"It is their Son & daughters who are there on boarder and are war ready , to protect the nation . It is a shame on this govt and their piddi Lap dogs who are compelling our farmers to protest .",0,0,0,24,[],[],[],https://pbs.twimg.com/profile_images/1827642477378990080/ss674QaO_bigger.jpg,https://x.com/ASKUSHWAHA10/status/1919730635268088262,1919730635268088262,0,0,0,0,0,0,0,0,1,0,0,0,0.1368960589170456,,
K.R Vaishnav,@Krishna_720611,2025-05-06T12:24:27.000Z,False,Why only Punjab farmers always indulge in protest ? Other states do n't have farmers ?,0,0,0,46,[],[],[],https://pbs.twimg.com/profile_images/1690580691837399041/9XJgTjJh_bigger.jpg,https://x.com/Krishna_720611/status/1919729976129290334,1919729976129290334,0,0,0,0,0,0,0,0,0,1,0,0,0.18125173449516296,0.0,left
NumanKhan,@Numankh786,2025-05-06T12:20:05.000Z,False,Not a right time for farmers to protest but right time for PM to do election campaign Kya Andhbhakti chahaee hai har tarah,0,0,0,8,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1917176026125500417/jR5xcxHc_bigger.jpg,https://x.com/Numankh786/status/1919728877733052545,1919728877733052545,0,0,0,0,0,0,0,0,0,1,0,0,0.16982534527778625,0.0,left
Sanjeev Chadha,@sanjeevchadha8,2025-05-06T11:59:15.000Z,False,#Rastravad act on imposters and so called #Appeasement politician who want to fix responsibility first . Perhaps Ajay has forgotten UPA era . How come #Farmers woke up to protest on 8th May onward ? Rakesh please call only defence expert #Congress #AkhileshYadav are bound by 2008MOU,0,0,0,30,"['#Rastravad', '#Appeasement', '#Farmers', '#Congress', '#AkhileshYadav']",[],[],https://pbs.twimg.com/profile_images/1559353503872872448/S-2f4ucv_bigger.jpg,https://x.com/sanjeevchadha8/status/1919723633989095655,1919723633989095655,0,0,0,0,0,0,0,0,0,1,0,0,0.1565292328596115,0.0,left
Kottage Fox Schwurbler Z28.310,@kpvsmom,2025-05-06T11:39:57.000Z,False,This is what made the convoy a spectacular feat . Uniting across a massive country . Population & distance make any citizen protest almost invisible . We do n't fill the streets with 10 ' s of thousands on the reg like EU . Farmers can't drive tractors from Sask to Ottawa . See,0,0,0,32,[],[],"['\\U0001f1ec\\U0001f1e7', '\\U0001f1eb\\U0001f1f7', '\\U0001f1f3\\U0001f1f1']",https://pbs.twimg.com/profile_images/1799403651124883456/Wr53bwrB_bigger.jpg,https://x.com/kpvsmom/status/1919718776494338514,1919718776494338514,0,0,0,0,0,0,0,0,0,1,0,0,0.1872878223657608,0.0,left
Madhav Pangarkar,@PangarkarMadhav,2025-05-06T10:26:37.000Z,True,"Water control = geopolitical pressure , see Indus Treaty history . Pakistan ' s economic collapse ( forex reserves = 4 weeks ) . Farmers ' Protest : Suspect syncing with Army movements . Silence ≠ surrender . Let soldiers handle borders . You handle Unity .",0,0,0,1K,[],[],[],https://pbs.twimg.com/profile_images/1828376667158650882/vGwLEdiJ_bigger.jpg,https://x.com/PangarkarMadhav/status/1919700319027548599,1919700319027548599,0,0,0,0,0,0,0,0,1,1,0,0,0.13024164736270905,1.0,centre
Ravi Pratap Singh,@RaviPra10394403,2025-05-06T10:25:03.000Z,False,"What about farmers protest ? Na uske bare mein tu aap kuch bolengi nhi kyuki vote chahiye , shame on you all the congress party members",0,0,0,54,[],[],[],https://pbs.twimg.com/profile_images/1758824345684852736/BedZbZXz_bigger.jpg,https://x.com/RaviPra10394403/status/1919699927673782580,1919699927673782580,0,0,0,0,0,0,0,0,0,1,0,0,0.16869279742240906,0.0,left
Blueice,@4divu,2025-05-06T10:24:43.000Z,False,This is Not The Time For Protest Farmers ! #mockdrills #IndiaPakistanWar,0,0,0,231,"['#mockdrills', '#IndiaPakistanWar']",[],[],https://pbs.twimg.com/profile_images/1911094777266716672/_UAzhlh9_bigger.jpg,https://x.com/4divu/status/1919699841430781980,1919699841430781980,0,0,0,0,0,0,0,0,0,1,0,0,0.17106014490127563,0.0,left
Vic,@vbardia,2025-05-06T10:22:53.000Z,True,"Have some shame yourself — no one compared real farmers to Pakistanis . Read the post again . We said those blocking military routes during a national crisis are either deeply misled or intentionally aiding the enemy . If at this hour you think blocking troop movement is “ protest , ”",0,0,0,246,[],[],[],https://pbs.twimg.com/profile_images/1911390523631251456/5OBZUScs_bigger.jpg,https://x.com/vbardia/status/1919699380808122381,1919699380808122381,0,0,0,0,0,0,0,0,0,1,0,0,0.14118742942810059,0.0,left
Ask Perplexity,@AskPerplexity,2025-05-06T10:22:52.000Z,True,"Farmers in Punjab are currently staging large protests , mainly demanding compensation for items lost during a previous police crackdown and seeking a legal guarantee for Minimum Support Price ( MSP ) for their crops . While the timing of any protest during national security",0,0,0,34,[],[],[],https://pbs.twimg.com/profile_images/1883596510858006528/fvRvFT2g_bigger.jpg,https://x.com/AskPerplexity/status/1919699377578222039,1919699377578222039,0,0,0,0,0,0,0,0,0,1,0,0,0.16819529235363007,0.0,left
Baant ke kaatenge - Caste Census,@Baklol_Spotter,2025-05-06T10:21:47.000Z,False,is it a good time for farmers to protest when a country is about to go to war ?,0,0,0,26,[],['@grok'],[],https://pbs.twimg.com/profile_images/1916524372208340992/tfh_r8aL_bigger.jpg,https://x.com/Baklol_Spotter/status/1919699105242075515,1919699105242075515,0,0,0,0,0,0,0,0,1,0,0,0,0.17155584692955017,,
abby,@aby_367,2025-05-06T10:21:43.000Z,False,Bhai mere farmers protest pehle bhi hua . Do n't start relating everything to a Bhavishya Malika for god sake,0,0,0,330,[],[],[],https://pbs.twimg.com/profile_images/597384760537657344/26rgI4CY_bigger.jpg,https://x.com/aby_367/status/1919699087323955418,1919699087323955418,0,0,0,0,0,0,0,0,0,1,0,0,0.175731360912323,0.0,left
